  Frequency             P(V(U1A:OUT) / V(R1:1)) V(U1A:OUT)            V(V1:+)              
  7.961593504173e+000  1.795364108816e+002  9.998562625457e+000  1.000000000000e+000  
  7.979946872679e+000  1.795353422511e+002  9.998561117949e+000  1.000000000000e+000  
  7.998342550070e+000  1.795342711574e+002  9.998559603483e+000  1.000000000000e+000  
  8.016780633876e+000  1.795331975950e+002  9.998558082028e+000  1.000000000000e+000  
  8.035261221856e+000  1.795321215581e+002  9.998556553551e+000  1.000000000000e+000  
  8.053784411990e+000  1.795310430410e+002  9.998555018019e+000  1.000000000000e+000  
  8.072350302488e+000  1.795299620380e+002  9.998553475400e+000  1.000000000000e+000  
  8.090958991783e+000  1.795288785433e+002  9.998551925661e+000  1.000000000000e+000  
  8.109610578538e+000  1.795277925513e+002  9.998550368770e+000  1.000000000000e+000  
  8.128305161641e+000  1.795267040561e+002  9.998548804694e+000  1.000000000000e+000  
  8.147042840208e+000  1.795256130521e+002  9.998547233398e+000  1.000000000000e+000  
  8.165823713586e+000  1.795245195334e+002  9.998545654851e+000  1.000000000000e+000  
  8.184647881347e+000  1.795234234942e+002  9.998544069018e+000  1.000000000000e+000  
  8.203515443298e+000  1.795223249287e+002  9.998542475866e+000  1.000000000000e+000  
  8.222426499470e+000  1.795212238311e+002  9.998540875361e+000  1.000000000000e+000  
  8.241381150130e+000  1.795201201955e+002  9.998539267470e+000  1.000000000000e+000  
  8.260379495771e+000  1.795190140162e+002  9.998537652157e+000  1.000000000000e+000  
  8.279421637123e+000  1.795179052873e+002  9.998536029390e+000  1.000000000000e+000  
  8.298507675144e+000  1.795167940028e+002  9.998534399132e+000  1.000000000000e+000  
  8.317637711026e+000  1.795156801569e+002  9.998532761351e+000  1.000000000000e+000  
  8.336811846196e+000  1.795145637437e+002  9.998531116011e+000  1.000000000000e+000  
  8.356030182312e+000  1.795134447572e+002  9.998529463077e+000  1.000000000000e+000  
  8.375292821268e+000  1.795123231916e+002  9.998527802514e+000  1.000000000000e+000  
  8.394599865194e+000  1.795111990409e+002  9.998526134287e+000  1.000000000000e+000  
  8.413951416452e+000  1.795100722991e+002  9.998524458361e+000  1.000000000000e+000  
  8.433347577642e+000  1.795089429604e+002  9.998522774700e+000  1.000000000000e+000  
  8.452788451602e+000  1.795078110186e+002  9.998521083269e+000  1.000000000000e+000  
  8.472274141406e+000  1.795066764677e+002  9.998519384031e+000  1.000000000000e+000  
  8.491804750363e+000  1.795055393019e+002  9.998517676950e+000  1.000000000000e+000  
  8.511380382023e+000  1.795043995150e+002  9.998515961991e+000  1.000000000000e+000  
  8.531001140175e+000  1.795032571010e+002  9.998514239117e+000  1.000000000000e+000  
  8.550667128846e+000  1.795021120539e+002  9.998512508292e+000  1.000000000000e+000  
  8.570378452303e+000  1.795009643676e+002  9.998510769478e+000  1.000000000000e+000  
  8.590135215054e+000  1.794998140360e+002  9.998509022639e+000  1.000000000000e+000  
  8.609937521846e+000  1.794986610530e+002  9.998507267738e+000  1.000000000000e+000  
  8.629785477669e+000  1.794975054125e+002  9.998505504738e+000  1.000000000000e+000  
  8.649679187756e+000  1.794963471084e+002  9.998503733601e+000  1.000000000000e+000  
  8.669618757582e+000  1.794951861345e+002  9.998501954289e+000  1.000000000000e+000  
  8.689604292863e+000  1.794940224848e+002  9.998500166766e+000  1.000000000000e+000  
  8.709635899560e+000  1.794928561529e+002  9.998498370993e+000  1.000000000000e+000  
  8.729713683881e+000  1.794916871328e+002  9.998496566932e+000  1.000000000000e+000  
  8.749837752274e+000  1.794905154183e+002  9.998494754545e+000  1.000000000000e+000  
  8.770008211436e+000  1.794893410031e+002  9.998492933793e+000  1.000000000000e+000  
  8.790225168308e+000  1.794881638810e+002  9.998491104638e+000  1.000000000000e+000  
  8.810488730080e+000  1.794869840458e+002  9.998489267041e+000  1.000000000000e+000  
  8.830799004185e+000  1.794858014913e+002  9.998487420963e+000  1.000000000000e+000  
  8.851156098308e+000  1.794846162111e+002  9.998485566365e+000  1.000000000000e+000  
  8.871560120379e+000  1.794834281990e+002  9.998483703207e+000  1.000000000000e+000  
  8.892011178579e+000  1.794822374487e+002  9.998481831451e+000  1.000000000000e+000  
  8.912509381337e+000  1.794810439539e+002  9.998479951056e+000  1.000000000000e+000  
  8.933054837332e+000  1.794798477082e+002  9.998478061983e+000  1.000000000000e+000  
  8.953647655495e+000  1.794786487054e+002  9.998476164191e+000  1.000000000000e+000  
  8.974287945007e+000  1.794774469390e+002  9.998474257640e+000  1.000000000000e+000  
  8.994975815300e+000  1.794762424027e+002  9.998472342291e+000  1.000000000000e+000  
  9.015711376059e+000  1.794750350902e+002  9.998470418101e+000  1.000000000000e+000  
  9.036494737223e+000  1.794738249950e+002  9.998468485031e+000  1.000000000000e+000  
  9.057326008982e+000  1.794726121107e+002  9.998466543040e+000  1.000000000000e+000  
  9.078205301781e+000  1.794713964308e+002  9.998464592085e+000  1.000000000000e+000  
  9.099132726322e+000  1.794701779491e+002  9.998462632127e+000  1.000000000000e+000  
  9.120108393559e+000  1.794689566589e+002  9.998460663123e+000  1.000000000000e+000  
  9.141132414702e+000  1.794677325538e+002  9.998458685032e+000  1.000000000000e+000  
  9.162204901220e+000  1.794665056274e+002  9.998456697812e+000  1.000000000000e+000  
  9.183325964835e+000  1.794652758731e+002  9.998454701420e+000  1.000000000000e+000  
  9.204495717531e+000  1.794640432844e+002  9.998452695814e+000  1.000000000000e+000  
  9.225714271547e+000  1.794628078548e+002  9.998450680953e+000  1.000000000000e+000  
  9.246981739382e+000  1.794615695777e+002  9.998448656792e+000  1.000000000000e+000  
  9.268298233793e+000  1.794603284466e+002  9.998446623289e+000  1.000000000000e+000  
  9.289663867799e+000  1.794590844549e+002  9.998444580402e+000  1.000000000000e+000  
  9.311078754678e+000  1.794578375961e+002  9.998442528086e+000  1.000000000000e+000  
  9.332543007969e+000  1.794565878634e+002  9.998440466298e+000  1.000000000000e+000  
  9.354056741475e+000  1.794553352503e+002  9.998438394995e+000  1.000000000000e+000  
  9.375620069258e+000  1.794540797502e+002  9.998436314132e+000  1.000000000000e+000  
  9.397233105646e+000  1.794528213564e+002  9.998434223666e+000  1.000000000000e+000  
  9.418895965228e+000  1.794515600622e+002  9.998432123552e+000  1.000000000000e+000  
  9.440608762859e+000  1.794502958610e+002  9.998430013746e+000  1.000000000000e+000  
  9.462371613657e+000  1.794490287460e+002  9.998427894203e+000  1.000000000000e+000  
  9.484184633008e+000  1.794477587105e+002  9.998425764877e+000  1.000000000000e+000  
  9.506047936562e+000  1.794464857479e+002  9.998423625725e+000  1.000000000000e+000  
  9.527961640236e+000  1.794452098513e+002  9.998421476700e+000  1.000000000000e+000  
  9.549925860214e+000  1.794439310140e+002  9.998419317757e+000  1.000000000000e+000  
  9.571940712948e+000  1.794426492292e+002  9.998417148850e+000  1.000000000000e+000  
  9.594006315159e+000  1.794413644902e+002  9.998414969933e+000  1.000000000000e+000  
  9.616122783836e+000  1.794400767901e+002  9.998412780961e+000  1.000000000000e+000  
  9.638290236239e+000  1.794387861222e+002  9.998410581886e+000  1.000000000000e+000  
  9.660508789898e+000  1.794374924795e+002  9.998408372661e+000  1.000000000000e+000  
  9.682778562612e+000  1.794361958552e+002  9.998406153242e+000  1.000000000000e+000  
  9.705099672454e+000  1.794348962425e+002  9.998403923579e+000  1.000000000000e+000  
  9.727472237769e+000  1.794335936344e+002  9.998401683626e+000  1.000000000000e+000  
  9.749896377173e+000  1.794322880241e+002  9.998399433335e+000  1.000000000000e+000  
  9.772372209558e+000  1.794309794047e+002  9.998397172659e+000  1.000000000000e+000  
  9.794899854086e+000  1.794296677691e+002  9.998394901550e+000  1.000000000000e+000  
  9.817479430199e+000  1.794283531106e+002  9.998392619960e+000  1.000000000000e+000  
  9.840111057611e+000  1.794270354220e+002  9.998390327839e+000  1.000000000000e+000  
  9.862794856312e+000  1.794257146965e+002  9.998388025141e+000  1.000000000000e+000  
  9.885530946569e+000  1.794243909269e+002  9.998385711815e+000  1.000000000000e+000  
  9.908319448927e+000  1.794230641064e+002  9.998383387813e+000  1.000000000000e+000  
  9.931160484209e+000  1.794217342279e+002  9.998381053085e+000  1.000000000000e+000  
  9.954054173515e+000  1.794204012843e+002  9.998378707582e+000  1.000000000000e+000  
  9.977000638225e+000  1.794190652686e+002  9.998376351255e+000  1.000000000000e+000  
  9.999999999999e+000  1.794177261737e+002  9.998373984053e+000  1.000000000000e+000  
  1.002305238078e+001  1.794163839924e+002  9.998371605927e+000  1.000000000000e+000  
  1.004615790278e+001  1.794150387178e+002  9.998369216825e+000  1.000000000000e+000  
  1.006931668852e+001  1.794136903427e+002  9.998366816697e+000  1.000000000000e+000  
  1.009252886077e+001  1.794123388598e+002  9.998364405493e+000  1.000000000000e+000  
  1.011579454260e+001  1.794109842622e+002  9.998361983160e+000  1.000000000000e+000  
  1.013911385737e+001  1.794096265425e+002  9.998359549649e+000  1.000000000000e+000  
  1.016248692871e+001  1.794082656936e+002  9.998357104906e+000  1.000000000000e+000  
  1.018591388054e+001  1.794069017083e+002  9.998354648881e+000  1.000000000000e+000  
  1.020939483708e+001  1.794055345794e+002  9.998352181522e+000  1.000000000000e+000  
  1.023292992281e+001  1.794041642995e+002  9.998349702775e+000  1.000000000000e+000  
  1.025651926251e+001  1.794027908616e+002  9.998347212589e+000  1.000000000000e+000  
  1.028016298126e+001  1.794014142582e+002  9.998344710910e+000  1.000000000000e+000  
  1.030386120442e+001  1.794000344821e+002  9.998342197687e+000  1.000000000000e+000  
  1.032761405761e+001  1.793986515260e+002  9.998339672864e+000  1.000000000000e+000  
  1.035142166679e+001  1.793972653826e+002  9.998337136390e+000  1.000000000000e+000  
  1.037528415818e+001  1.793958760445e+002  9.998334588209e+000  1.000000000000e+000  
  1.039920165829e+001  1.793944835043e+002  9.998332028269e+000  1.000000000000e+000  
  1.042317429393e+001  1.793930877547e+002  9.998329456515e+000  1.000000000000e+000  
  1.044720219221e+001  1.793916887883e+002  9.998326872891e+000  1.000000000000e+000  
  1.047128548051e+001  1.793902865977e+002  9.998324277345e+000  1.000000000000e+000  
  1.049542428652e+001  1.793888811754e+002  9.998321669820e+000  1.000000000000e+000  
  1.051961873823e+001  1.793874725141e+002  9.998319050261e+000  1.000000000000e+000  
  1.054386896391e+001  1.793860606061e+002  9.998316418613e+000  1.000000000000e+000  
  1.056817509214e+001  1.793846454442e+002  9.998313774820e+000  1.000000000000e+000  
  1.059253725177e+001  1.793832270207e+002  9.998311118826e+000  1.000000000000e+000  
  1.061695557199e+001  1.793818053281e+002  9.998308450574e+000  1.000000000000e+000  
  1.064143018224e+001  1.793803803590e+002  9.998305770009e+000  1.000000000000e+000  
  1.066596121230e+001  1.793789521057e+002  9.998303077072e+000  1.000000000000e+000  
  1.069054879223e+001  1.793775205608e+002  9.998300371708e+000  1.000000000000e+000  
  1.071519305238e+001  1.793760857165e+002  9.998297653859e+000  1.000000000000e+000  
  1.073989412341e+001  1.793746475654e+002  9.998294923467e+000  1.000000000000e+000  
  1.076465213630e+001  1.793732060998e+002  9.998292180474e+000  1.000000000000e+000  
  1.078946722230e+001  1.793717613121e+002  9.998289424823e+000  1.000000000000e+000  
  1.081433951298e+001  1.793703131946e+002  9.998286656454e+000  1.000000000000e+000  
  1.083926914021e+001  1.793688617397e+002  9.998283875309e+000  1.000000000000e+000  
  1.086425623617e+001  1.793674069396e+002  9.998281081330e+000  1.000000000000e+000  
  1.088930093333e+001  1.793659487867e+002  9.998278274456e+000  1.000000000000e+000  
  1.091440336449e+001  1.793644872732e+002  9.998275454629e+000  1.000000000000e+000  
  1.093956366272e+001  1.793630223913e+002  9.998272621789e+000  1.000000000000e+000  
  1.096478196143e+001  1.793615541335e+002  9.998269775875e+000  1.000000000000e+000  
  1.099005839432e+001  1.793600824917e+002  9.998266916827e+000  1.000000000000e+000  
  1.101539309541e+001  1.793586074584e+002  9.998264044585e+000  1.000000000000e+000  
  1.104078619902e+001  1.793571290256e+002  9.998261159088e+000  1.000000000000e+000  
  1.106623783978e+001  1.793556471855e+002  9.998258260275e+000  1.000000000000e+000  
  1.109174815262e+001  1.793541619302e+002  9.998255348084e+000  1.000000000000e+000  
  1.111731727282e+001  1.793526732520e+002  9.998252422453e+000  1.000000000000e+000  
  1.114294533592e+001  1.793511811429e+002  9.998249483321e+000  1.000000000000e+000  
  1.116863247780e+001  1.793496855950e+002  9.998246530625e+000  1.000000000000e+000  
  1.119437883467e+001  1.793481866004e+002  9.998243564303e+000  1.000000000000e+000  
  1.122018454302e+001  1.793466841511e+002  9.998240584292e+000  1.000000000000e+000  
  1.124604973967e+001  1.793451782393e+002  9.998237590528e+000  1.000000000000e+000  
  1.127197456175e+001  1.793436688568e+002  9.998234582948e+000  1.000000000000e+000  
  1.129795914673e+001  1.793421559958e+002  9.998231561488e+000  1.000000000000e+000  
  1.132400363235e+001  1.793406396482e+002  9.998228526085e+000  1.000000000000e+000  
  1.135010815672e+001  1.793391198060e+002  9.998225476674e+000  1.000000000000e+000  
  1.137627285823e+001  1.793375964611e+002  9.998222413190e+000  1.000000000000e+000  
  1.140249787561e+001  1.793360696055e+002  9.998219335569e+000  1.000000000000e+000  
  1.142878334790e+001  1.793345392310e+002  9.998216243745e+000  1.000000000000e+000  
  1.145512941445e+001  1.793330053297e+002  9.998213137652e+000  1.000000000000e+000  
  1.148153621497e+001  1.793314678932e+002  9.998210017226e+000  1.000000000000e+000  
  1.150800388944e+001  1.793299269136e+002  9.998206882399e+000  1.000000000000e+000  
  1.153453257821e+001  1.793283823827e+002  9.998203733105e+000  1.000000000000e+000  
  1.156112242192e+001  1.793268342921e+002  9.998200569278e+000  1.000000000000e+000  
  1.158777356155e+001  1.793252826339e+002  9.998197390850e+000  1.000000000000e+000  
  1.161448613840e+001  1.793237273997e+002  9.998194197755e+000  1.000000000000e+000  
  1.164126029410e+001  1.793221685813e+002  9.998190989923e+000  1.000000000000e+000  
  1.166809617061e+001  1.793206061705e+002  9.998187767289e+000  1.000000000000e+000  
  1.169499391020e+001  1.793190401590e+002  9.998184529782e+000  1.000000000000e+000  
  1.172195365548e+001  1.793174705384e+002  9.998181277335e+000  1.000000000000e+000  
  1.174897554939e+001  1.793158973005e+002  9.998178009879e+000  1.000000000000e+000  
  1.177605973521e+001  1.793143204370e+002  9.998174727343e+000  1.000000000000e+000  
  1.180320635652e+001  1.793127399395e+002  9.998171429660e+000  1.000000000000e+000  
  1.183041555725e+001  1.793111557995e+002  9.998168116758e+000  1.000000000000e+000  
  1.185768748167e+001  1.793095680088e+002  9.998164788569e+000  1.000000000000e+000  
  1.188502227437e+001  1.793079765590e+002  9.998161445020e+000  1.000000000000e+000  
  1.191242008027e+001  1.793063814415e+002  9.998158086041e+000  1.000000000000e+000  
  1.193988104464e+001  1.793047826480e+002  9.998154711562e+000  1.000000000000e+000  
  1.196740531307e+001  1.793031801700e+002  9.998151321510e+000  1.000000000000e+000  
  1.199499303149e+001  1.793015739990e+002  9.998147915814e+000  1.000000000000e+000  
  1.202264434617e+001  1.792999641264e+002  9.998144494401e+000  1.000000000000e+000  
  1.205035940372e+001  1.792983505438e+002  9.998141057200e+000  1.000000000000e+000  
  1.207813835107e+001  1.792967332427e+002  9.998137604136e+000  1.000000000000e+000  
  1.210598133550e+001  1.792951122144e+002  9.998134135138e+000  1.000000000000e+000  
  1.213388850465e+001  1.792934874504e+002  9.998130650131e+000  1.000000000000e+000  
  1.216186000646e+001  1.792918589420e+002  9.998127149041e+000  1.000000000000e+000  
  1.218989598925e+001  1.792902266807e+002  9.998123631795e+000  1.000000000000e+000  
  1.221799660165e+001  1.792885906578e+002  9.998120098318e+000  1.000000000000e+000  
  1.224616199265e+001  1.792869508646e+002  9.998116548535e+000  1.000000000000e+000  
  1.227439231158e+001  1.792853072925e+002  9.998112982371e+000  1.000000000000e+000  
  1.230268770812e+001  1.792836599328e+002  9.998109399749e+000  1.000000000000e+000  
  1.233104833229e+001  1.792820087766e+002  9.998105800595e+000  1.000000000000e+000  
  1.235947433444e+001  1.792803538154e+002  9.998102184832e+000  1.000000000000e+000  
  1.238796586530e+001  1.792786950403e+002  9.998098552384e+000  1.000000000000e+000  
  1.241652307592e+001  1.792770324425e+002  9.998094903173e+000  1.000000000000e+000  
  1.244514611771e+001  1.792753660132e+002  9.998091237121e+000  1.000000000000e+000  
  1.247383514243e+001  1.792736957437e+002  9.998087554152e+000  1.000000000000e+000  
  1.250259030218e+001  1.792720216250e+002  9.998083854188e+000  1.000000000000e+000  
  1.253141174941e+001  1.792703436483e+002  9.998080137149e+000  1.000000000000e+000  
  1.256029963695e+001  1.792686618048e+002  9.998076402957e+000  1.000000000000e+000  
  1.258925411794e+001  1.792669760854e+002  9.998072651534e+000  1.000000000000e+000  
  1.261827534591e+001  1.792652864813e+002  9.998068882798e+000  1.000000000000e+000  
  1.264736347471e+001  1.792635929836e+002  9.998065096672e+000  1.000000000000e+000  
  1.267651865858e+001  1.792618955833e+002  9.998061293074e+000  1.000000000000e+000  
  1.270574105208e+001  1.792601942713e+002  9.998057471923e+000  1.000000000000e+000  
  1.273503081017e+001  1.792584890387e+002  9.998053633139e+000  1.000000000000e+000  
  1.276438808811e+001  1.792567798765e+002  9.998049776641e+000  1.000000000000e+000  
  1.279381304157e+001  1.792550667755e+002  9.998045902347e+000  1.000000000000e+000  
  1.282330582656e+001  1.792533497268e+002  9.998042010174e+000  1.000000000000e+000  
  1.285286659944e+001  1.792516287212e+002  9.998038100040e+000  1.000000000000e+000  
  1.288249551693e+001  1.792499037496e+002  9.998034171862e+000  1.000000000000e+000  
  1.291219273613e+001  1.792481748030e+002  9.998030225558e+000  1.000000000000e+000  
  1.294195841450e+001  1.792464418720e+002  9.998026261042e+000  1.000000000000e+000  
  1.297179270984e+001  1.792447049477e+002  9.998022278233e+000  1.000000000000e+000  
  1.300169578033e+001  1.792429640206e+002  9.998018277044e+000  1.000000000000e+000  
  1.303166778452e+001  1.792412190818e+002  9.998014257391e+000  1.000000000000e+000  
  1.306170888132e+001  1.792394701218e+002  9.998010219190e+000  1.000000000000e+000  
  1.309181922999e+001  1.792377171315e+002  9.998006162353e+000  1.000000000000e+000  
  1.312199899019e+001  1.792359601016e+002  9.998002086797e+000  1.000000000000e+000  
  1.315224832192e+001  1.792341990227e+002  9.997997992433e+000  1.000000000000e+000  
  1.318256738556e+001  1.792324338856e+002  9.997993879176e+000  1.000000000000e+000  
  1.321295634186e+001  1.792306646808e+002  9.997989746938e+000  1.000000000000e+000  
  1.324341535195e+001  1.792288913991e+002  9.997985595631e+000  1.000000000000e+000  
  1.327394457730e+001  1.792271140311e+002  9.997981425168e+000  1.000000000000e+000  
  1.330454417978e+001  1.792253325672e+002  9.997977235461e+000  1.000000000000e+000  
  1.333521432163e+001  1.792235469982e+002  9.997973026420e+000  1.000000000000e+000  
  1.336595516546e+001  1.792217573145e+002  9.997968797956e+000  1.000000000000e+000  
  1.339676687426e+001  1.792199635067e+002  9.997964549980e+000  1.000000000000e+000  
  1.342764961138e+001  1.792181655653e+002  9.997960282402e+000  1.000000000000e+000  
  1.345860354056e+001  1.792163634807e+002  9.997955995131e+000  1.000000000000e+000  
  1.348962882592e+001  1.792145572434e+002  9.997951688076e+000  1.000000000000e+000  
  1.352072563194e+001  1.792127468439e+002  9.997947361146e+000  1.000000000000e+000  
  1.355189412351e+001  1.792109322726e+002  9.997943014250e+000  1.000000000000e+000  
  1.358313446587e+001  1.792091135198e+002  9.997938647295e+000  1.000000000000e+000  
  1.361444682466e+001  1.792072905760e+002  9.997934260189e+000  1.000000000000e+000  
  1.364583136589e+001  1.792054634314e+002  9.997929852839e+000  1.000000000000e+000  
  1.367728825596e+001  1.792036320765e+002  9.997925425152e+000  1.000000000000e+000  
  1.370881766165e+001  1.792017965014e+002  9.997920977033e+000  1.000000000000e+000  
  1.374041975012e+001  1.791999566966e+002  9.997916508388e+000  1.000000000000e+000  
  1.377209468894e+001  1.791981126523e+002  9.997912019123e+000  1.000000000000e+000  
  1.380384264603e+001  1.791962643586e+002  9.997907509143e+000  1.000000000000e+000  
  1.383566378972e+001  1.791944118059e+002  9.997902978352e+000  1.000000000000e+000  
  1.386755828872e+001  1.791925549843e+002  9.997898426654e+000  1.000000000000e+000  
  1.389952631213e+001  1.791906938839e+002  9.997893853952e+000  1.000000000000e+000  
  1.393156802945e+001  1.791888284950e+002  9.997889260150e+000  1.000000000000e+000  
  1.396368361056e+001  1.791869588076e+002  9.997884645150e+000  1.000000000000e+000  
  1.399587322573e+001  1.791850848119e+002  9.997880008855e+000  1.000000000000e+000  
  1.402813704562e+001  1.791832064980e+002  9.997875351166e+000  1.000000000000e+000  
  1.406047524130e+001  1.791813238558e+002  9.997870671985e+000  1.000000000000e+000  
  1.409288798422e+001  1.791794368754e+002  9.997865971213e+000  1.000000000000e+000  
  1.412537544623e+001  1.791775455469e+002  9.997861248749e+000  1.000000000000e+000  
  1.415793779957e+001  1.791756498603e+002  9.997856504494e+000  1.000000000000e+000  
  1.419057521689e+001  1.791737498054e+002  9.997851738348e+000  1.000000000000e+000  
  1.422328787123e+001  1.791718453723e+002  9.997846950208e+000  1.000000000000e+000  
  1.425607593602e+001  1.791699365508e+002  9.997842139975e+000  1.000000000000e+000  
  1.428893958511e+001  1.791680233309e+002  9.997837307546e+000  1.000000000000e+000  
  1.432187899273e+001  1.791661057024e+002  9.997832452818e+000  1.000000000000e+000  
  1.435489433354e+001  1.791641836552e+002  9.997827575689e+000  1.000000000000e+000  
  1.438798578256e+001  1.791622571791e+002  9.997822676055e+000  1.000000000000e+000  
  1.442115351525e+001  1.791603262639e+002  9.997817753813e+000  1.000000000000e+000  
  1.445439770746e+001  1.791583908994e+002  9.997812808858e+000  1.000000000000e+000  
  1.448771853545e+001  1.791564510753e+002  9.997807841086e+000  1.000000000000e+000  
  1.452111617588e+001  1.791545067814e+002  9.997802850391e+000  1.000000000000e+000  
  1.455459080582e+001  1.791525580074e+002  9.997797836667e+000  1.000000000000e+000  
  1.458814260275e+001  1.791506047430e+002  9.997792799809e+000  1.000000000000e+000  
  1.462177174457e+001  1.791486469778e+002  9.997787739709e+000  1.000000000000e+000  
  1.465547840956e+001  1.791466847015e+002  9.997782656261e+000  1.000000000000e+000  
  1.468926277644e+001  1.791447179037e+002  9.997777549356e+000  1.000000000000e+000  
  1.472312502433e+001  1.791427465739e+002  9.997772418887e+000  1.000000000000e+000  
  1.475706533276e+001  1.791407707018e+002  9.997767264745e+000  1.000000000000e+000  
  1.479108388168e+001  1.791387902769e+002  9.997762086820e+000  1.000000000000e+000  
  1.482518085146e+001  1.791368052887e+002  9.997756885003e+000  1.000000000000e+000  
  1.485935642287e+001  1.791348157267e+002  9.997751659184e+000  1.000000000000e+000  
  1.489361077711e+001  1.791328215804e+002  9.997746409252e+000  1.000000000000e+000  
  1.492794409579e+001  1.791308228392e+002  9.997741135095e+000  1.000000000000e+000  
  1.496235656094e+001  1.791288194925e+002  9.997735836603e+000  1.000000000000e+000  
  1.499684835502e+001  1.791268115298e+002  9.997730513662e+000  1.000000000000e+000  
  1.503141966090e+001  1.791247989404e+002  9.997725166160e+000  1.000000000000e+000  
  1.506607066187e+001  1.791227817136e+002  9.997719793984e+000  1.000000000000e+000  
  1.510080154164e+001  1.791207598389e+002  9.997714397020e+000  1.000000000000e+000  
  1.513561248436e+001  1.791187333054e+002  9.997708975153e+000  1.000000000000e+000  
  1.517050367459e+001  1.791167021025e+002  9.997703528269e+000  1.000000000000e+000  
  1.520547529732e+001  1.791146662194e+002  9.997698056253e+000  1.000000000000e+000  
  1.524052753797e+001  1.791126256454e+002  9.997692558987e+000  1.000000000000e+000  
  1.527566058238e+001  1.791105803695e+002  9.997687036357e+000  1.000000000000e+000  
  1.531087461682e+001  1.791085303812e+002  9.997681488244e+000  1.000000000000e+000  
  1.534616982799e+001  1.791064756693e+002  9.997675914532e+000  1.000000000000e+000  
  1.538154640303e+001  1.791044162232e+002  9.997670315102e+000  1.000000000000e+000  
  1.541700452949e+001  1.791023520319e+002  9.997664689836e+000  1.000000000000e+000  
  1.545254439538e+001  1.791002830845e+002  9.997659038615e+000  1.000000000000e+000  
  1.548816618912e+001  1.790982093700e+002  9.997653361318e+000  1.000000000000e+000  
  1.552387009958e+001  1.790961308774e+002  9.997647657826e+000  1.000000000000e+000  
  1.555965631605e+001  1.790940475958e+002  9.997641928017e+000  1.000000000000e+000  
  1.559552502827e+001  1.790919595142e+002  9.997636171771e+000  1.000000000000e+000  
  1.563147642641e+001  1.790898666214e+002  9.997630388965e+000  1.000000000000e+000  
  1.566751070108e+001  1.790877689065e+002  9.997624579477e+000  1.000000000000e+000  
  1.570362804333e+001  1.790856663582e+002  9.997618743184e+000  1.000000000000e+000  
  1.573982864466e+001  1.790835589656e+002  9.997612879962e+000  1.000000000000e+000  
  1.577611269699e+001  1.790814467174e+002  9.997606989687e+000  1.000000000000e+000  
  1.581248039270e+001  1.790793296024e+002  9.997601072234e+000  1.000000000000e+000  
  1.584893192461e+001  1.790772076095e+002  9.997595127478e+000  1.000000000000e+000  
  1.588546748598e+001  1.790750807275e+002  9.997589155293e+000  1.000000000000e+000  
  1.592208727051e+001  1.790729489450e+002  9.997583155553e+000  1.000000000000e+000  
  1.595879147237e+001  1.790708122508e+002  9.997577128129e+000  1.000000000000e+000  
  1.599558028615e+001  1.790686706337e+002  9.997571072896e+000  1.000000000000e+000  
  1.603245390690e+001  1.790665240822e+002  9.997564989724e+000  1.000000000000e+000  
  1.606941253013e+001  1.790643725850e+002  9.997558878484e+000  1.000000000000e+000  
  1.610645635178e+001  1.790622161307e+002  9.997552739047e+000  1.000000000000e+000  
  1.614358556826e+001  1.790600547080e+002  9.997546571284e+000  1.000000000000e+000  
  1.618080037643e+001  1.790578883053e+002  9.997540375063e+000  1.000000000000e+000  
  1.621810097359e+001  1.790557169112e+002  9.997534150253e+000  1.000000000000e+000  
  1.625548755750e+001  1.790535405143e+002  9.997527896722e+000  1.000000000000e+000  
  1.629296032640e+001  1.790513591030e+002  9.997521614338e+000  1.000000000000e+000  
  1.633051947894e+001  1.790491726658e+002  9.997515302968e+000  1.000000000000e+000  
  1.636816521428e+001  1.790469811911e+002  9.997508962478e+000  1.000000000000e+000  
  1.640589773199e+001  1.790447846673e+002  9.997502592734e+000  1.000000000000e+000  
  1.644371723215e+001  1.790425830828e+002  9.997496193600e+000  1.000000000000e+000  
  1.648162391525e+001  1.790403764260e+002  9.997489764942e+000  1.000000000000e+000  
  1.651961798229e+001  1.790381646851e+002  9.997483306623e+000  1.000000000000e+000  
  1.655769963469e+001  1.790359478486e+002  9.997476818507e+000  1.000000000000e+000  
  1.659586907437e+001  1.790337259045e+002  9.997470300455e+000  1.000000000000e+000  
  1.663412650370e+001  1.790314988413e+002  9.997463752330e+000  1.000000000000e+000  
  1.667247212551e+001  1.790292666471e+002  9.997457173994e+000  1.000000000000e+000  
  1.671090614311e+001  1.790270293101e+002  9.997450565306e+000  1.000000000000e+000  
  1.674942876026e+001  1.790247868185e+002  9.997443926127e+000  1.000000000000e+000  
  1.678804018122e+001  1.790225391604e+002  9.997437256316e+000  1.000000000000e+000  
  1.682674061070e+001  1.790202863239e+002  9.997430555733e+000  1.000000000000e+000  
  1.686553025389e+001  1.790180282971e+002  9.997423824234e+000  1.000000000000e+000  
  1.690440931643e+001  1.790157650681e+002  9.997417061678e+000  1.000000000000e+000  
  1.694337800447e+001  1.790134966248e+002  9.997410267922e+000  1.000000000000e+000  
  1.698243652462e+001  1.790112229554e+002  9.997403442820e+000  1.000000000000e+000  
  1.702158508395e+001  1.790089440477e+002  9.997396586230e+000  1.000000000000e+000  
  1.706082389003e+001  1.790066598897e+002  9.997389698005e+000  1.000000000000e+000  
